"Offense","Offense Conference","Defense","Defense Conference","Game Id","Id","Drive Number","Scoring","Start Period","Start Yardline","Start Yards To Goal","Start Time Minutes","Start Time Seconds","End Period","End Yardline","End Yards To Goal","End Time Minutes","End Time Seconds","Elapsed Minutes","Elapsed Seconds","Plays","Yards","Drive Result","Is Home Offense","Start Offense Score","Start Defense Score","End Offense Score","End Defense Score"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241839","27","false","4","54","46","1","58","4","80","20","0","6","1","58","6","26","DOWNS","true","14","55","14","55"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","4015325901","1","false","1","87","87","14","53","1","78","78","13","31","1","22","3","9","PUNT","false","0","0","0","0"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","4015325902","2","true","1","40","40","13","31","1","12","12","11","27","2","4","7","28","FG","false","0","0","3","0"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","4015325903","3","true","1","25","75","11","27","1","30","70","10","36","0","51","3","5","PUNT TD","true","0","3","0","10"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","4015325904","4","false","1","25","75","10","36","1","29","71","10","6","0","30","2","4","INT","true","0","10","0","10"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","4015325905","5","true","1","33","33","10","6","1","0","0","9","34","0","32","2","33","TD","false","10","0","17","0"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","4015325906","6","false","1","25","75","9","34","1","20","80","8","3","1","31","3","-5","PUNT","true","0","17","0","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","4015325907","7","false","1","64","64","8","3","1","64","64","7","36","0","27","3","0","PUNT","false","17","0","17","0"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","4015325908","8","false","1","24","76","7","36","1","54","46","3","20","4","16","10","30","PUNT","true","0","17","0","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","4015325909","9","false","1","97","97","3","20","1","90","90","2","16","1","4","3","7","PUNT","false","17","0","17","0"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259010","10","true","1","62","38","2","16","1","74","26","0","20","1","56","6","12","FG","true","0","17","3","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259011","11","false","1","75","75","0","20","2","40","40","11","38","3","42","9","35","INT","false","17","3","17","3"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259012","12","false","2","20","80","11","38","2","23","77","10","49","0","49","3","3","INT","true","3","17","3","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259013","13","false","2","49","49","10","49","2","50","50","8","49","2","0","3","-1","PUNT","false","17","3","17","3"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259014","14","true","2","11","89","8","49","2","100","0","6","10","2","39","8","89","TD","true","3","17","10","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259015","15","false","2","81","81","6","6","2","89","89","5","12","0","54","3","-8","INT","false","17","10","17","10"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259016","16","true","2","46","54","5","12","2","100","0","3","50","1","22","5","54","TD","true","10","17","17","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259017","17","false","2","75","75","3","50","2","68","68","2","45","1","5","3","7","PUNT","false","17","17","17","17"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259018","18","false","2","3","97","2","45","2","76","24","0","8","2","37","10","73","MISSED FG","true","17","17","17","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259019","19","false","2","76","76","0","8","2","76","76","0","0","0","8","1","0","END OF HALF","false","17","17","17","17"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259020","20","true","3","25","75","15","0","3","100","0","13","49","1","11","3","75","TD","true","17","17","24","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259021","21","false","3","91","91","13","41","3","95","95","12","48","0","53","3","-4","PUNT","false","17","24","17","24"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259022","22","true","3","44","56","12","48","3","100","0","11","53","0","55","3","56","TD","true","24","17","31","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259023","23","false","3","75","75","11","53","3","59","59","9","53","2","0","6","16","PUNT","false","17","31","17","31"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259024","24","false","3","20","80","9","53","3","57","43","5","57","3","56","9","37","PUNT","true","31","17","31","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259025","25","false","3","91","91","5","57","3","8","8","0","38","5","19","15","83","FUMBLE","false","17","31","17","31"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259026","26","false","3","8","92","0","38","4","59","41","13","25","2","13","6","51","FUMBLE","true","31","17","31","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259027","27","false","4","59","59","13","25","4","52","52","12","38","0","47","4","7","DOWNS","false","17","31","17","31"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259028","28","true","4","52","48","12","38","4","100","0","11","38","1","0","3","48","TD","true","31","17","37","17"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259029","29","true","4","84","84","11","32","4","0","0","8","55","2","37","9","84","TD","false","17","37","24","37"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259030","30","true","4","9","91","8","50","4","100","0","4","58","3","52","7","91","TD","true","37","24","44","24"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259031","31","false","4","74","74","4","58","4","77","77","4","42","0","16","3","-3","FUMBLE","false","24","44","24","44"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259032","32","false","4","77","23","4","42","4","60","40","2","37","2","5","3","-17","PUNT","true","44","24","44","24"
"Colorado State","Mountain West","Utah State","Mountain West","401532590","40153259033","33","false","4","80","80","2","37","4","48","48","1","2","1","35","7","32","INT","false","24","44","24","44"
"Utah State","Mountain West","Colorado State","Mountain West","401532590","40153259034","34","false","4","36","64","1","2","4","49","51","0","0","1","2","2","13","END OF GAME","true","44","24","44","24"
"Fresno State","Mountain West","Wyoming","Mountain West","401532591","4015325911","1","false","1","75","75","15","0","1","69","69","14","15","0","45","3","6","PUNT","false","0","0","0","0"
"Wyoming","Mountain West","Fresno State","Mountain West","401532591","4015325912","2","true","1","17","83","14","15","1","83","17","6","59","7","16","13","66","FG","true","0","0","3","0"
"Fresno State","Mountain West","Wyoming","Mountain West","401532591","4015325913","3","false","1","75","75","6","59","1","69","69","5","33","1","26","3","6","PUNT","false","0","3","0","3"
"Wyoming","Mountain West","Fresno State","Mountain West","401532591","4015325914","4","true","1","22","78","5","33","2","100","0","14","55","5","38","10","78","TD","true","3","0","10","0"
"Fresno State","Mountain West","Wyoming","Mountain West","401532591","4015325915","5","true","2","75","75","14","55","2","0","0","11","17","3","38","8","75","TD","false","0","3","7","10"
"Wyoming","Mountain West","Fresno State","Mountain West","401532591","4015325916","6","true","2","25","75","11","17","2","100","0","6","42","4","35","8","75","TD","true","3","0","17","7"
"Fresno State","Mountain West","Wyoming","Mountain West","401532591","4015325917","7","false","2","81","81","6","36","2","59","59","2","54","3","42","8","22","PUNT","false","7","17","7","17"
"Wyoming","Mountain West","Fresno State","Mountain West","401532591","4015325918","8","true","2","12","88","2","54","2","100","0","0","31","2","23","11","88","TD","true","10","0","24","7"
"Fresno State","Mountain West","Wyoming","Mountain West","401532591","4015325919","9","false","2","75","75","0","31","2","77","77","0","0","0","31","1","-2","END OF HALF","false","7","24","7","24"
"Wyoming","Mountain West","Fresno State","Mountain West","401532591","40153259110","10","false","3","25","75","15","0","3","47","53","12","16","2","44","3","22","PUNT","true","24","7","24","7"
"Fresno State","Mountain West","Wyoming","Mountain West","401532591","40153259111","11","true","3","84","84","12","16","3","21","21","5","36","6","40","15","63","FG","false","7","24","10","24"
"Wyoming","Mountain West","Fresno State","Mountain West","401532591","40153259112","12","false","3","25","75","5","36","3","55","45","1","53","3","43","7","30","PUNT","true","24","10","24","10"
"Fresno State","Mountain West","Wyoming","Mountain West","401532591","40153259113","13","false","3","86","86","1","53","4","54","54","14","0","2","53","7","32","PUNT","false","10","24","10","24"
"Wyoming","Mountain West","Fresno State","Mountain West","401532591","40153259114","14","false","4","14","86","14","0","4","20","80","12","22","1","38","3","6","PUNT","true","24","10","24","10"
"Fresno State","Mountain West","Wyoming","Mountain West","401532591","40153259115","15","true","4","74","74","12","22","4","20","20","8","31","3","51","10","54","FG","false","10","24","13","24"
"Fresno State","Mountain West","Wyoming","Mountain West","401532591","40153259116","16","true","4","48","48","8","31","4","0","0","5","17","3","14","7","48","TD","false","13","24","19","24"
"Wyoming","Mountain West","Fresno State","Mountain West","401532591","40153259117","17","false","4","25","75","5","17","4","70","30","1","48","3","29","8","45","MISSED FG","true","24","19","24","19"
"Fresno State","Mountain West","Wyoming","Mountain West","401532591","40153259118","18","false","4","70","70","1","48","4","50","50","0","46","1","2","6","20","INT","false","19","24","19","24"
"Wyoming","Mountain West","Fresno State","Mountain West","401532591","40153259119","19","false","4","75","25","0","46","4","72","28","0","0","0","46","2","-3","END OF GAME","true","24","19","24","19"
"Boise State","Mountain West","San José State","Mountain West","401532592","4015325921","1","false","1","25","75","15","0","1","29","71","13","47","1","13","3","4","PUNT","true","0","0","0","0"
"San José State","Mountain West","Boise State","Mountain West","401532592","4015325922","2","false","1","80","80","13","47","1","74","74","11","11","2","36","4","6","PUNT","false","0","0","0","0"
"Boise State","Mountain West","San José State","Mountain West","401532592","4015325923","3","false","1","35","65","11","11","1","67","33","10","32","0","39","2","32","FUMBLE","true","0","0","0","0"
"San José State","Mountain West","Boise State","Mountain West","401532592","4015325924","4","true","1","67","67","10","32","1","0","0","8","13","2","19","5","67","TD","false","0","0","7","0"
"Boise State","Mountain West","San José State","Mountain West","401532592","4015325925","5","false","1","25","75","8","13","1","25","75","8","6","0","7","1","0","INT","true","0","7","0","7"
"San José State","Mountain West","Boise State","Mountain West","401532592","4015325926","6","true","1","25","25","8","6","1","0","0","7","2","1","4","4","25","TD","false","7","0","14","0"
"Boise State","Mountain West","San José State","Mountain West","401532592","4015325927","7","false","1","25","75","7","2","1","31","69","5","39","1","23","3","6","PUNT","true","0","14","0","14"
"San José State","Mountain West","Boise State","Mountain West","401532592","4015325928","8","true","1","75","75","5","39","2","16","16","14","55","5","44","11","59","FG","false","14","0","17","0"
"Boise State","Mountain West","San José State","Mountain West","401532592","4015325929","9","true","2","18","82","14","50","2","100","0","13","33","1","17","3","82","TD","true","0","17","7","17"
"San José State","Mountain West","Boise State","Mountain West","401532592","40153259210","10","true","2","75","75","13","33","2","10","10","11","20","2","13","5","65","FG","false","17","7","20","7"
"Boise State","Mountain West","San José State","Mountain West","401532592","40153259211","11","false","2","25","75","11","20","2","84","16","8","30","2","50","9","59","FUMBLE","true","7","20","7","20"
"San José State","Mountain West","Boise State","Mountain West","401532592","40153259212","12","true","2","84","84","7","42","2","0","0","4","56","2","46","5","84","TD","false","20","7","27","7"
"Boise State","Mountain West","San José State","Mountain West","401532592","40153259213","13","true","2","30","70","4","56","2","100","0","0","42","4","14","14","70","TD","true","7","27","14","27"
"San José State","Mountain West","Boise State","Mountain West","401532592","40153259214","14","false","2","75","75","0","42","2","72","72","0","0","0","42","1","3","END OF HALF","false","27","14","27","14"
"San José State","Mountain West","Boise State","Mountain West","401532592","40153259215","15","false","3","75","75","15","0","3","53","53","11","26","3","34","7","22","PUNT","false","27","14","27","14"
"Boise State","Mountain West","San José State","Mountain West","401532592","40153259216","16","false","3","6","94","11","26","3","21","79","8","47","2","39","5","15","PUNT","true","14","27","14","27"
